"ISSN";"Titulo";"Area";"Estrato"
"1885-3137";"REVISTA INTERNACIONAL DE CIENCIAS DEL DEPORTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0379-0762";"REVISTA INTERNACIONAL DE CIENCIAS SOCIALES (IMPRESA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2386-3730";"REVISTA INTERNACIONAL DE COMUNICACIÓN Y DESARROLLO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0188-4999";"REVISTA INTERNACIONAL DE CONTAMINACIÓN AMBIENTAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2382-5014";"REVISTA INTERNACIONAL DE COOPERACIÓN Y DESARROLLO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2238-2569";"REVISTA INTERNACIONAL DE DIREITO AMBIENTAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2595-6329";"REVISTA INTERNACIONAL DE EDUCAÇÃO DE JOVENS E ADULTOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2446-9424";"REVISTA INTERNACIONAL DE EDUCAÇÃO SUPERIOR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2255-453X";"REVISTA INTERNACIONAL DE EDUCACION Y APRENDIZAJE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2173-1950";"REVISTA INTERNACIONAL DE ESTUDIOS MIGRATORIOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1807-4960";"REVISTA INTERNACIONAL DE FOLKCOMUNICAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2447-8288";"REVISTA INTERNACIONAL DE FORMAÇÃO DE PROFESSORES (RIPF)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2255-5129";"REVISTA INTERNACIONAL DE HISTORIA DE LA COMUNICACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2225-5117";"REVISTA INTERNACIONAL DE INVESTIGACIÓN EN CIENCIAS SOCIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2226-4000";"REVISTA INTERNACIONAL DE INVESTIGACIÓN EN CIENCIAS SOCIALES (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1579-9425";"REVISTA INTERNACIONAL DE LINGUÍSTICA IBEROAMERICANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1577-0354";"REVISTA INTERNACIONAL DE MEDICINA Y CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0213-1315";"REVISTA INTERNACIONAL DE MÉTODOS NUMÉRICOS PARA CÁLCULO Y DISEÑO EN INGENIERÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1886-158X";"REVISTA INTERNACIONAL DE MÉTODOS NUMÉRICOS PARA EL CÁLCULO Y DISEÑO EN INGENIERÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2238-0345";"REVISTA INTERNACIONAL DE PESQUISA EM EDUCAÇÃO MATEMÁTICA (RIPEM)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1577-7057";"REVISTA INTERNACIONAL DE PSICOLOGIA Y TERAPIA PSICOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2174-3681";"REVISTA INTERNACIONAL DE RELACIONES PUBLICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2174-8985";"REVISTA INTERNACIONAL DE TECNOLOGIA, CONOCIMIENTO Y SOCIEDAD";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1516-5485";"REVISTA INTERNACIONAL D'HUMANITATS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2182-4452";"REVISTA INTERNACIONAL EM LINGUA PORTUGUESA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1692-4053";"REVISTA INTERNACIONAL MAGISTERIO: EDUCACION Y PEDAGOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2525-7668";"REVISTA INTERTERRITÓRIOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2526-396X";"REVISTA INTOLERÂNCIA RELIGIOSA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2176-6789";"REVISTA INTRATEXTOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0874-7695";"REVISTA INVESTIGAÇÃO EM ENFERMAGEM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2145-8480";"REVISTA ION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2359-5078";"REVISTA IPECEGE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2358-3630";"REVISTA IPH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1983-4810";"REVISTA JESUS HISTÓRICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2526-2440";"REVISTA JORNALISMO E CIDADANIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2237-048X";"REVISTA JOVENS PESQUISADORES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2316-753X";"REVISTA JURÍDICA - UNICURITIBA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1982-4858";"REVISTA JURÍDICA (FURB. ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0103-3379";"REVISTA JURIDICA (PORTO ALEGRE. 1953)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2176-9184";"REVISTA JURÍDICA CESUMAR: MESTRADO (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2316-6959";"REVISTA JURÍDICA DA ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DE SÃO PAULO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2447-9055";"REVISTA JURIDICA DA FA7 (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2236-3645";"REVISTA JURÍDICA DA PRESIDÊNCIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1984-512X";"REVISTA JURÍDICA DA SEÇÃO JUDICIÁRIA DE PERNAMBUCO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1519-1753";"REVISTA JURÍDICA DA UNIVERSIDADE DE CUIABÁ";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2526-9267";"REVISTA JURÍDICA DA UNOPAR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2177-224X";"REVISTA JURÍDICA FADEP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2183-539X";"REVISTA JURÍDICA LUSO BRASILEIRA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2357-7940";"REVISTA JURIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1517-7327";"REVISTA JUSTIÇA ELEITORAL EM DEBATE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1516-2567";"REVISTA KAIRÓS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1982-0259";"REVISTA KATALYSIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2027-2391";"REVISTA KAVILANDO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2526-2688";"REVISTA KIRI-KERÊ - PESQUISA EM ENSINO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1983-5000";"REVISTA LABOR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2316-6746";"REVISTA LABORATIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0718-7467";"REVISTA LABORATÓRIO LITERATURA E EXPERIMENTACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2526-0707";"REVISTA LABORATÓRIOS DE HISTÓRIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1794-4449";"REVISTA LASALLISTA DE INVESTIGACION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1138-5820";"REVISTA LATINA DE COMUNICACIÓN SOCIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2253-6469";"REVISTA LATINA DE SOCIOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2527-0184";"REVISTA LATINO AMERICANA EM AVALIAÇÃO DO CICLO DE VIDA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2591-2755";"REVISTA LATINOAMERICANA DE ANTROPOLOGÍA DEL TRABAJO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1657-4702";"REVISTA LATINOAMERICANA DE BIOETICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2462-859X";"REVISTA LATINOAMERICANA DE BIOETICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1807-3026";"REVISTA LATINOAMERICANA DE CIENCIAS DE LA COMUNICACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2238-1694";"REVISTA LATINOAMERICANA DE CIENCIAS DE LA COMUNICACIÓN ONLINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2027-7679";"REVISTA LATINOAMERICANA DE CIENCIAS SOCIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1692-715X";"REVISTA LATINOAMERICANA DE CIENCIAS SOCIALES, NIÑEZ Y JUVENTUD";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0719-7160";"REVISTA LATINOAMERICANA DE DERECHO Y RELIGIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1806-7573";"REVISTA LATINO-AMERICANA DE EDUCAÇÃO EM ASTRONOMIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1853-3744";"REVISTA LATINOAMERICANA DE EDUCACIÓN COMPARADA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1518-8345";"REVISTA LATINO-AMERICANA DE ENFERMAGEM (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1405-1311";"REVISTA LATINOAMERICANA DE ESTUDIOS DEL TRABAJO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1856-8378";"REVISTA LATINOAMERICANA DE ESTUDIOS DEL TRABAJO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0185-1284";"REVISTA LATINOAMERICANA DE ESTUDIOS EDUCATIVOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2525-1635";"REVISTA LATINOAMERICANA DE ESTUDIOS RURALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1852-8759";"REVISTA LATINOAMERICANA DE ESTUDIOS SOBRE CUERPOS, EMOCIONES Y SOCIEDAD";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2447-9543";"REVISTA LATINO-AMERICANA DE ESTUDOS DO DISCURSO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0325-0725";"REVISTA LATINOAMERICANA DE FILOSOFÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2177-2886";"REVISTA LATINO-AMERICANA DE GEOGRAFIA E GÊNERO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2238-0620";"REVISTA LATINO-AMERICANA DE HISTÓRIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2409-1308";"REVISTA LATINOAMERICANA DE INVESTIGACIÓN CRÍTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2007-6819";"REVISTA LATINOAMERICANA DE INVESTIGACIÓN EN MATEMÁTICA EDUCATIVA (RELIME)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1853-4961";"REVISTA LATINOAMERICANA DE LA PAPA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0255-6952";"REVISTA LATINOAMERICANA DE METALURGIA Y MATERIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1853-6190";"REVISTA LATINOAMERICANA DE METODOLOGÍA DE LA INVESTIGACIÓN SOCIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1853-7863";"REVISTA LATINOAMERICANA DE METODOLOGÍA EN CIENCIAS SOCIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2175-8581";"REVISTA LATINOAMERICANA DE POBLACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2408-4573";"REVISTA LATINOAMERICANA DE POLÍTICAS Y ADMINISTRACIÓN DE LA EDUCACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0120-0534";"REVISTA LATINOAMERICANA DE PSICOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2357-9692";"REVISTA LATINO-AMERICANA DE PSICOLOGIA CORPORAL (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1853-3051";"REVISTA LATINOAMERICANA DE PSICOLOGIA EXISTENCIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0719-4420";"REVISTA LATINOAMERICANA DE PSICOLOGÍA POSITIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1415-4714";"REVISTA LATINOAMERICANA DE PSICOPATOLOGIA FUNDAMENTAL (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1695-288X";"REVISTA LATINOAMERICANA DE TECNOLOGÍA EDUCATIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2175-2990";"REVISTA LATINOAMERICANA DE TELESSAÚDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0259-9872";"REVISTA LATINOAMERICANA DE TEOLOGÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2448-198X";"REVISTA LATINO-AMERICANA DE TURISMOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0719-8310";"REVISTA LATINOAMERICANA DO COLÉGIO INTERNACIONAL DE FILOSOFIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2317-9945";"REVISTA LEITURA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2448-4482";"REVISTA LETRA CAPITAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2236-0999";"REVISTA LETRAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2176-1485";"REVISTA LETRAS (UFSM/ON-LINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2317-2347";"REVISTA LETRAS RARAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1983-2192";"REVISTA LEVS (MARÍLIA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2175-5280";"REVISTA LIBERDADES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2319-0159";"REVISTA LIBERTAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2179-5975";"REVISTA LICEU ON-LINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2520-9795";"REVISTA LIDERA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2318-423X";"REVISTA LIMIAR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1984-381X";"REVISTA LÍNGUA & LITERATURA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1983-2400";"REVISTA LINGUAGEM & ENSINO (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2448-4520";"REVISTA LINGUAGENS & LETRAMENTOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2238-975X";"REVISTA LINGUÍSTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2358-6826";"REVISTA LINGUÍSTICA RIO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1851-8931";"REVISTA LIS - LETRA, IMAGEN, SONIDO (1851-8931)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2237-6291";"REVISTA LITTERARIUS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1983-7429";"REVISTA LITTERIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2357-8807";"REVISTA LIVRE DE CINEMA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2448-2889";"REVISTA LIVRE DE SUSTENTABILIDADE E EMPREENDEDORISMO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2316-9923";"REVISTA LOGOS E EXISTÊNCIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2027-1557";"REVISTA LUCÍERNAGA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2462-845X";"REVISTA LÚDICA PEDAGÓGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2447-8717";"REVISTA LUMEN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1645-7250";"REVISTA LUSÓFONA DE EDUCAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2183-0886";"REVISTA LUSÓFONA DE ESTUDOS CULTURAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1692-5114";"REVISTA M";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2525-3050";"REVISTA M. ESTUDOS SOBRE A MORTE, OS MORTOS E O MORRER";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2594-5084";"REVISTA MACHADIANA ELETRÔNICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2528-8091";"REVISTA MAGAZINE DE LAS CIENCIAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2175-1994";"REVISTA MAGISTER DE DIREITO AMBIENTAL E URBANÍSTICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1807-0930";"REVISTA MAGISTER DE DIREITO CIVIL E PROCESSUAL CIVIL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2236-7810";"REVISTA MAGISTER DE DIREITO DO TRABALHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1807-3395";"REVISTA MAGISTER DE DIREITO PENAL E PROCESSUAL PENAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2178-7956";"REVISTA MAGISTRO (UNIGRANRO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2318-6550";"REVISTA MAIÊUTICA - HISTÓRIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2358-1301";"REVISTA MAIS DADOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2175-3644";"REVISTA MAL-ESTAR E SUBJETIVIDADE (VERSÃO ELETRÔNICA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2525-2801";"REVISTA MANGAIO ACADÊMICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2526-2890";"REVISTA MARINATAMBALO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0034-9860";"REVISTA MARÍTIMA BRASILEIRA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1139-1138";"REVISTA MATEMÁTICA COMPLUTENSE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0213-2230";"REVISTA MATEMÁTICA IBEROAMERICANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2182-9756";"REVISTA MATÉRIA PRIMA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2182-9829";"REVISTA MATÉRIA PRIMA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2358-193X";"REVISTA MÉDICA DA UFPR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2447-3308";"REVISTA MÉDICA DA UFPR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0034-9887";"REVISTA MÉDICA DE CHILE (IMPRESA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1018-130X";"REVISTA MÉDICA HEREDIANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2359-3318";"REVISTA MEDITATIO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1989-872X";"REVISTA MEDITERRANEA DE COMUNICACION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2316-2856";"REVISTA MEIO AMBIENTE E SUSTENTABILIDADE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2176-1736";"REVISTA MELP (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2358-0593";"REVISTA MEMORARE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2177-4129";"REVISTA MEMÓRIA EM REDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2523-0891";"REVISTA MERCOSUR DE POLÍTICAS SOCIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2358-2790";"REVISTA METALINGUAGENS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2318-3233";"REVISTA METROPOLITANA DE ADMINISTRAÇAO E DESENVOLVIMENTO SUSTENTÁVEL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2447-8024";"REVISTA METROPOLITANA DE GOVERNANÇA CORPORATIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0185-4534";"REVISTA MEXICANA DE ANÁLISIS DE LA CONDUCTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0185-1101";"REVISTA MEXICANA DE ASTRONOMÍA Y ASTROFÍSICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1870-3453";"REVISTA MEXICANA DE BIODIVERSIDAD";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2007-0934";"REVISTA MEXICANA DE CIENCIAS AGRÍCOLAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1026-8774";"REVISTA MEXICANA DE CIENCIAS GEOLÓGICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0185-1918";"REVISTA MEXICANA DE CIENCIAS POLÍTICAS Y SOCIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2448-492X";"REVISTA MEXICANA DE CIENCIAS POLÍTICAS Y SOCIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2448-8283";"REVISTA MEXICANA DE ESTUDIOS ELECTORALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0035-001X";"REVISTA MEXICANA DE FÍSICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1405-6666";"REVISTA MEXICANA DE INVESTIGACIÓN EDUCATIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2007-0926";"REVISTA MEXICANA DE INVESTIGACIÓN EN PSICOLOGÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1665-7527";"REVISTA MEXICANA DE ORIENTACIÓN EDUCATIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0185-6073";"REVISTA MEXICANA DE PSICOLOGÍA (1984)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0188-2503";"REVISTA MEXICANA DE SOCIOLOGÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2178-602X";"REVISTA MÍDIA E COTIDIANO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1806-5988";"REVISTA MINEIRA DE CONTABILIDADE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2594-9950";"REVISTA MISSIONEIRA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2526-2963";"REVISTA MODOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2236-1308";"REVISTA MONOGRAFIAS AMBIENTAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1808-589X";"REVISTA MOSAICUM (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
